O*NET-SOC Code,Title,Task ID,Task,Task Type,task_exposure,n_dwas,channel,importance,relevance,weight,baseline_exposure,narrow_flag,narrow_exposure,broad_flag,broad_exposure,matched_rule_ids,matched_text,text_flag,combined_flag,text_exposure,combined_exposure
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3336,Contact cemeteries to schedule the opening and closing of graves.,Core,0.9,1,INFO,4.66,98.12,4.572392000000001,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",15200,"Plan, schedule, or coordinate funerals, burials, or cremations, arranging details such as floral delivery or the time and place of services.",Core,0.5,1,MGMT,4.59,98.2,4.50738,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3340,Close caskets and lead funeral corteges to churches or burial sites.,Core,0.275,2,MGMT,4.48,99.29,4.448192000000001,0.275,True,0.0,True,0.0,,,False,True,0.275,0.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3337,"Provide information on funeral service options, products, or merchandise, and maintain a casket display area.",Core,0.55,1,SOCL,4.46,99.19,4.4238740000000005,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3339,Offer counsel and comfort to bereaved families or friends.,Core,0.3,1,SOCL,4.45,100.0,4.45,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3344,Direct preparations and shipment of bodies for out-of-state burial.,Core,0.5,1,MGMT,4.28,95.16,4.0728480000000005,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3345,Discuss and negotiate prearranged funerals with clients.,Core,0.55,1,SOCL,4.21,93.68,3.943928,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3347,"Maintain financial records, order merchandise, or prepare accounts.",Core,0.8,2,INFO,4.17,88.15,3.675855,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3342,"Provide or arrange transportation between sites for the remains, mourners, pallbearers, clergy, or flowers.",Core,0.05,1,PHYS,4.13,99.76,4.120088,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3341,Arrange for clergy members to perform needed services.,Core,0.5,1,MGMT,4.1,97.96,4.01636,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3348,"Plan placement of caskets at funeral sites or place or adjust lights, fixtures, or floral displays.",Core,0.3,2,MGMT,4.07,99.69,4.057383000000001,0.3,True,0.0,True,0.0,,,False,True,0.3,0.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",15202,Clean funeral home facilities and grounds.,Core,0.05,1,PHYS,3.88,97.86,3.796968,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",15201,"Manage funeral home operations, including the hiring, training, or supervision of embalmers, funeral attendants, or other staff.",Core,0.5333,3,MGMT,3.84,69.75,2.6784,0.5333333333333333,False,0.5333333333333333,False,0.5333333333333333,,,False,False,0.5333333333333333,0.5333333333333333
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3346,Inform survivors of benefits for which they may be eligible.,Core,0.3,1,SOCL,3.79,93.74,3.5527459999999995,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3349,Arrange for pallbearers or inform pallbearers or honorary groups of their duties.,Core,0.5,1,MGMT,3.75,99.11,3.716625,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3350,Receive or usher people to their seats for services.,Core,0.05,1,PHYS,3.67,95.62,3.5092540000000003,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",15203,Participate in community activities for funeral home promotion or other purposes.,Core,0.65,1,SOCL,3.66,85.84,3.1417440000000005,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
39-5011.00,Barbers,8049,"Clean and sterilize scissors, combs, clippers, and other instruments.",Core,0.05,1,PHYS,4.93,100.0,4.93,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-5011.00,Barbers,8051,Drape and pin protective cloths around customers' shoulders.,Core,0.05,1,PHYS,4.92,100.0,4.92,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-5011.00,Barbers,8050,"Cut and trim hair according to clients' instructions or current hairstyles, using clippers, combs, hand-held blow driers, and scissors.",Core,0.05,1,PHYS,4.92,100.0,4.92,0.05,True,0.0,True,0.0,handling; physical_objects,Cut; hair,True,True,0.0,0.0
39-5011.00,Barbers,8052,Question patrons regarding desired services and haircut styles.,Core,0.55,1,SOCL,4.8,96.16,4.61568,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
39-5011.00,Barbers,8053,Clean work stations and sweep floors.,Core,0.05,1,PHYS,4.73,100.0,4.73,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-5011.00,Barbers,8063,"Apply lather and shave beards or neck and temple hair contours, using razors.",Core,0.05,1,PHYS,4.38,71.89,3.1487819999999997,0.05,True,0.0,True,0.0,apply; physical_objects,Apply; hair,True,True,0.0,0.0
39-5011.00,Barbers,8054,Record services provided on cashiers' tickets or receive payment from customers.,Core,0.9,1,INFO,4.21,92.94,3.912774,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-5011.00,Barbers,8056,"Shape and trim beards and moustaches, using scissors.",Core,0.05,1,PHYS,4.19,95.74,4.011506,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-5011.00,Barbers,8061,"Perform clerical and administrative duties such as keeping records, paying bills, and hiring and supervising personnel.",Core,0.65,3,MGMT,4.13,71.41,2.949233,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
39-5011.00,Barbers,8057,Stay informed of the latest styles and hair care techniques.,Core,0.85,1,INFO,3.78,95.75,3.61935,0.85,False,0.85,False,0.85,physical_objects,hair,True,True,0.0,0.0
39-5011.00,Barbers,8058,Suggest treatments to alleviate hair problems.,Core,0.5,1,CARE,3.72,85.6,3.18432,0.5,False,0.5,False,0.5,physical_objects,hair,True,True,0.0,0.0
39-5011.00,Barbers,8055,Order supplies.,Core,0.7,1,INFO,3.61,82.94,2.994134,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-5011.00,Barbers,8059,Shampoo hair.,Core,0.05,1,CARE,3.25,87.18,2.8333500000000003,0.05,True,0.0,True,0.0,physical_objects,hair,True,True,0.0,0.0
39-5011.00,Barbers,8065,"Recommend and sell lotions, tonics, or other cosmetic supplies.",Core,0.55,2,SOCL,3.14,77.92,2.446688,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
39-5011.00,Barbers,8067,Provide skin care and nail treatments.,Supplemental,0.05,2,CARE,3.27,33.3,1.0889099999999998,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-5011.00,Barbers,8060,"Keep card files on clientele, recording notes of work done, products used and fees charged after each visit.",Supplemental,0.9,1,INFO,3.16,62.11,1.962676,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-5011.00,Barbers,8062,"Curl, color, or straighten hair, using special chemical solutions and equipment.",Supplemental,0.05,1,CARE,2.97,39.84,1.1832480000000003,0.05,True,0.0,True,0.0,physical_objects,hair,True,True,0.0,0.0
39-5011.00,Barbers,8066,"Provide face, neck, and scalp massages.",Supplemental,0.1,1,CARE,2.6,49.27,1.28102,0.1,False,0.1,False,0.1,,,False,False,0.1,0.1
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",635,"Keep work stations clean and sanitize tools, such as scissors and combs.",Core,0.05,2,PHYS,4.62,100.0,4.62,0.05,True,0.0,True,0.0,handling,clean,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",639,"Bleach, dye, or tint hair, using applicator or brush.",Core,0.05,1,CARE,4.58,94.02,4.306116,0.05,True,0.0,True,0.0,physical_objects,hair,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",636,"Cut, trim and shape hair or hairpieces, based on customers' instructions, hair type, and facial features, using clippers, scissors, trimmers and razors.",Core,0.05,2,PHYS,4.49,90.96,4.084104,0.05,True,0.0,True,0.0,handling; physical_objects,Cut; hair; hair,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",638,Schedule client appointments.,Core,0.95,1,INFO,4.47,99.41,4.443626999999999,0.95,False,0.95,False,0.95,,,False,False,0.95,0.95
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",640,"Update and maintain customer information records, such as beauty services provided.",Core,0.9,1,INFO,4.45,99.8,4.4411000000000005,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",643,Demonstrate and sell hair care products and cosmetics.,Core,0.5167,3,SOCL,4.43,90.91,4.0273129999999995,0.5166666666666667,False,0.5166666666666667,False,0.5166666666666667,physical_objects,hair,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",637,Analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,Core,0.5,1,CARE,4.39,100.0,4.39,0.5,False,0.5,False,0.5,physical_objects,hair; hair,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",641,"Shampoo, rinse, condition, and dry hair and scalp or hairpieces with water, liquid soap, or other solutions.",Core,0.05,2,CARE,4.34,96.93,4.206762,0.05,True,0.0,True,0.0,physical_objects,hair,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",642,Operate cash registers to receive payments from patrons.,Core,0.85,1,INFO,4.33,87.05,3.769265,0.85,False,0.85,False,0.85,operation,Operate,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",20899,"Order, display, and maintain supplies.",Core,0.4,2,INFO,4.19,73.75,3.0901250000000005,0.3999999999999999,True,0.0,True,0.0,,,False,True,0.3999999999999999,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",646,"Comb, brush, and spray hair or wigs to set style.",Core,0.05,1,PHYS,4.15,84.59,3.5104850000000005,0.05,True,0.0,True,0.0,physical_objects,hair,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",644,Develop new styles and techniques.,Core,0.45,1,CRTV,4.13,99.69,4.117197,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",645,"Apply water or setting, straightening or waving solutions to hair, and use curlers, rollers, hot combs and curling irons to press and curl hair.",Core,0.05,1,CARE,4.1,94.59,3.87819,0.05,True,0.0,True,0.0,apply; physical_objects,Apply; hair; hair,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",647,"Shape eyebrows and remove facial hair, using depilatory cream, tweezers, electrolysis or wax.",Core,0.05,1,PHYS,3.87,70.75,2.738025,0.05,True,0.0,True,0.0,physical_objects,hair,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",650,"Shave, trim, and shape beards and moustaches.",Core,0.05,1,PHYS,3.73,91.02,3.395046,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",651,"Train or supervise other hairstylists, hairdressers, and assistants.",Supplemental,0.45,2,MGMT,4.38,65.46,2.867148,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",649,"Massage and treat scalp for hygienic and remedial purposes, using hands, fingers, or vibrating equipment.",Supplemental,0.1,1,CARE,4.35,64.39,2.8009649999999997,0.1,False,0.1,False,0.1,body_care,Massage,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",648,Administer therapeutic medication and advise patron to seek medical treatment for chronic or contagious scalp conditions.,Supplemental,0.275,2,CARE,4.21,45.15,1.900815,0.275,False,0.275,False,0.275,,,False,False,0.275,0.275
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",652,"Recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.",Supplemental,0.5,1,CARE,4.09,58.2,2.38038,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",654,"Clean, shape, and polish fingernails and toenails, using files and nail polish.",Supplemental,0.05,1,CARE,3.85,42.62,1.6408699999999998,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",653,"Give facials to patrons, using special compounds, such as lotions and creams.",Supplemental,0.05,1,CARE,3.06,28.53,0.873018,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",656,"Attach wigs or hairpieces to model heads and dress wigs and hairpieces according to instructions, samples, sketches or photographs.",Supplemental,0.05,1,PHYS,2.81,38.59,1.0843790000000002,0.05,True,0.0,True,0.0,body_care,dress,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",24008,Clean supplies such as makeup brushes.,Core,0.05,2,PHYS,5.0,100.0,5.0,0.05,True,0.0,True,0.0,handling; physical_objects,Clean; makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14798,Duplicate work precisely to replicate characters' appearances on a daily basis.,Core,0.05,1,CARE,4.89,90.0,4.401,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14800,Apply makeup to enhance or alter the appearance of people appearing in productions such as movies.,Core,0.05,1,CARE,4.86,100.0,4.86,0.05,True,0.0,True,0.0,apply; physical_objects,Apply; makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14805,"Analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene.",Core,0.7,1,INFO,4.84,90.48,4.379232,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-5091.00,"Makeup Artists, Theatrical and Performance",14801,Alter or maintain makeup during productions as necessary to compensate for lighting changes or to achieve continuity of effect.,Core,0.05,1,CARE,4.76,100.0,4.76,0.05,True,0.0,True,0.0,physical_objects,makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14797,Confer with stage or motion picture officials and performers to determine desired effects.,Core,0.6,1,SOCL,4.72,90.48,4.270656,0.6,False,0.6,False,0.6,,,False,False,0.6,0.6
39-5091.00,"Makeup Artists, Theatrical and Performance",14806,"Requisition or acquire needed materials for special effects, including wigs, beards, and special cosmetics.",Core,0.7,1,INFO,4.67,85.71,4.002657,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-5091.00,"Makeup Artists, Theatrical and Performance",14814,"Study production information, such as character descriptions, period settings, and situations, to determine makeup requirements.",Core,0.7,1,INFO,4.63,90.48,4.189223999999999,0.7,False,0.7,False,0.7,physical_objects,makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14799,"Establish budgets, and work within budgetary limits.",Core,0.7,1,MGMT,4.58,90.48,4.143984000000001,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-5091.00,"Makeup Artists, Theatrical and Performance",14802,"Select desired makeup shades from stock, or mix oil, grease, and coloring to achieve specific color effects.",Core,0.05,1,CARE,4.5,95.0,4.275,0.05,True,0.0,True,0.0,physical_objects,makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14807,Write makeup sheets and take photos to document specific looks and the products used to achieve the looks.,Core,0.9,1,INFO,4.47,90.48,4.044456,0.9,False,0.9,False,0.9,physical_objects,makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14804,Assess performers' skin type to ensure that makeup will not cause break-outs or skin irritations.,Core,0.5,1,CARE,4.45,95.24,4.23818,0.5,False,0.5,False,0.5,physical_objects,makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14809,"Attach prostheses to performers and apply makeup to create special features or effects, such as scars, aging, or illness.",Core,0.05,1,CARE,4.31,85.0,3.663499999999999,0.05,True,0.0,True,0.0,apply; physical_objects,apply; makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14808,"Examine sketches, photographs, and plaster models to obtain desired character image depiction.",Core,0.7,1,INFO,4.3,95.24,4.09532,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
39-5091.00,"Makeup Artists, Theatrical and Performance",14803,Cleanse and tone the skin to prepare it for makeup application.,Core,0.05,1,CARE,4.2,95.24,4.00008,0.05,True,0.0,True,0.0,physical_objects,makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14810,"Evaluate environmental characteristics, such as venue size and lighting plans, to determine makeup requirements.",Core,0.7,1,INFO,4.1,100.0,4.1,0.7,False,0.7,False,0.7,physical_objects,makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14815,Provide performers with makeup removal assistance after performances have been completed.,Core,0.05,1,CARE,3.95,100.0,3.95,0.05,True,0.0,True,0.0,physical_objects,makeup,True,True,0.0,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",14811,Design rubber or plastic prostheses that can be used to change performers' appearances.,Core,0.45,1,CRTV,3.94,80.95,3.18943,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
39-5091.00,"Makeup Artists, Theatrical and Performance",14812,"Create character drawings or models, based upon independent research, to augment period production files.",Core,0.45,1,CRTV,3.67,85.71,3.1455569999999993,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
